"Project","Primary","trackID","From","To","Type","Ownership","Note","Connected","modin","modout","status"
"Iron River Area","Banana Belt / Stephans Rd","BBLT17","Moreland Lake Rd","Unnamed off Banana Belt Rd","Gravel","Public",NA,"BBLT16, MRLD01, BBLT18, TRBB27",2024-02-27 21:46:24.3232,2024-03-05 17:08:48.937632,"EXISTING"
"Iron River Area","Banana Belt / Stephans Rd","BBLT18","Unnamed off Banana Belt Rd","Unnamed from Banana Belt Rd to Wills Rd","Gravel","Public",NA,"BBLT17, TRBB27, BBLT19, TRBB40",2024-02-27 21:46:24.293175,2024-03-05 17:08:48.953623,"EXISTING"
"Iron River Area","Banana Belt / Stephans Rd","BBLT19","Unnamed from Banana Belt Rd to Wills Rd","Unnamed off Banana Belt Rd","Gravel","Public",NA,"BBLT18, TRBB40, BBLT20, TRBB50",2024-02-27 21:46:22.996801,2024-03-05 17:08:49.06356,"EXISTING"
"Iron River Area","Banana Belt / Stephans Rd","BBLT20","Unnamed off Banana Belt Rd","Huffgard Rd","Gravel","Public",NA,"BBLT19, TRBB50, BBLT21, HGRD01",2024-02-27 21:46:21.53166,2024-03-05 17:08:49.083549,"EXISTING"
"Iron River Area","Banana Belt / Stephans Rd","BBLT21","Huffgard Rd","Wills Rd","Gravel","Public",NA,"BBLT20, HGRD01, WLLS21",2024-02-27 21:46:19.779684,2024-03-05 17:08:49.099205,"EXISTING"
"Iron River Area","County Line Rd","BDCL01","Troy Pit Rd / S Shore Grade Rd","Unnamed off County Line Rd","Gravel","Public","Into Douglas Co","TRYP01, SHRG01, BDCL02",2024-01-24 08:32:41.391895,2024-03-05 17:08:49.110199,"EXISTING"
"Iron River Area","County Line Rd","BDCL02","Unnamed off County Line Rd","Unnamed off County Line Rd","Gravel","Public","Into Douglas Co","BDCL01, BDCL03",2024-01-24 08:34:15.724417,2024-03-05 17:08:49.12521,"EXISTING"
"Iron River Area","County Line Rd","BDCL03","Unnamed off County Line Rd","Unnamed off County Line Rd","Gravel","Public",NA,"BDCL02, BDCL04",2024-01-24 08:34:15.047153,2024-03-05 17:08:49.137184,"EXISTING"
"Iron River Area","County Line Rd","BDCL04","Unnamed off County Line Rd","Unnamed off County Line Rd","Gravel","Public",NA,"BDCL03, BDCL05",2024-01-24 08:34:15.028746,2024-03-05 17:08:49.149185,"EXISTING"
"Iron River Area","County Line Rd","BDCL05","Unnamed off County Line Rd","Unnamed off County Line Rd","Gravel","Public","Into Douglas Co","BDCL04, BDCL06",2024-01-24 08:34:14.505487,2024-03-05 17:08:49.172165,"EXISTING"
"Iron River Area","County Line Rd","BDCL06","Unnamed off County Line Rd","WDNR FR21079","Gravel","Public","Into Douglas Co","BDCL05, BDCL07",2024-01-24 08:34:12.498783,2024-03-05 17:08:49.2831,"EXISTING"
"Iron River Area","County Line Rd","BDCL07","WDNR FR21079","Carter Rd","Gravel","Public","Into Douglas Co","BDCL06, BDCL08",2024-01-24 08:34:12.466446,2024-03-05 17:08:49.303087,"EXISTING"
"Iron River Area","County Line Rd","BDCL08","Carter Rd","Rush Lake Rd","Gravel","Public",NA,"BDCL07, CRTR01, BDCL09, RUSH01",2024-01-24 08:32:41.192078,2024-03-05 17:08:49.323078,"EXISTING"
"Iron River Area","County Line Rd","BDCL09","Rush Lake Rd","Rush Lake access","Gravel","Public",NA,"BDCL08, RUSH01, BDCL10, BDCL91, BDCL92",2024-01-28 11:18:56.769514,2024-03-05 17:08:49.339067,"EXISTING"
"Iron River Area","County Line Rd","BDCL10","Rush Lake access","Rush Lake Rd","Gravel","Public",NA,"BDCL09, BDCL91, BDCL92, BDCL11",2024-01-28 11:18:56.462809,2024-03-05 17:08:49.358055,"EXISTING"
"Iron River Area","County Line Rd","BDCL11","Rush Lake Rd","Rush Lake parking area","Gravel","Public",NA,"BDCL10, BDCL12, BDCL93",2024-01-28 11:18:56.42919,2024-03-05 17:08:49.37105,"EXISTING"
"Iron River Area","County Line Rd","BDCL12","Rush Lake parking area","Unnamed off County Line Rd","Gravel","Public","Into Douglas Co","BDCL11, BDCL93, BDCL13",2024-01-28 11:18:55.186657,2024-03-05 17:08:49.472008,"EXISTING"
"Iron River Area","County Line Rd","BDCL13","Unnamed off County Line Rd","WDNR FR21060 / ATV/Snow Trail 18","Gravel","Public","Into Douglas Co","BDCL12, BDCL14",2024-03-04 07:54:16.51186,2024-03-05 17:08:49.489,"EXISTING"
"Iron River Area","County Line Rd","BDCL14","WDNR FR21060 / ATV/Snow Trail 18","ATV/Snow Trail 18","Gravel","Public",NA,"BDCL13, BDCL15",2024-03-04 07:54:25.030056,2024-03-05 17:08:49.499989,"EXISTING"
"Iron River Area","County Line Rd","BDCL15","ATV/Snow Trail 18","Unnamed off County Line Rd","Gravel","Public",NA,"BDCL14, BDCL16",2024-03-04 07:54:32.779892,2024-03-05 17:08:49.520983,"EXISTING"
"Iron River Area","County Line Rd","BDCL16","Unnamed off County Line Rd","Hughes Town Line Rd","Gravel","Public","Into Douglas Co","BDCL15, BDCL20, HUTL13",2024-03-04 07:54:40.480961,2024-03-05 17:08:49.537973,"EXISTING"
"Iron River Area","County Line Rd","BDCL20","Hughes Town Line Rd","Unnamed off County Line Rd","Gravel","Public","Into Douglas Co","BDCL16, HUTL13, BDCL21",2024-01-28 11:14:26.597548,2024-03-05 17:08:49.548946,"EXISTING"
"Iron River Area","County Line Rd","BDCL21","Unnamed off County Line Rd","Unnamed from County Line Rd to Huffgard Rd","Gravel","Public","Into Douglas Co","BDCL20, BDCL22, TRCL15",2024-01-28 11:18:53.132391,2024-03-05 17:08:49.561958,"EXISTING"
"Iron River Area","County Line Rd","BDCL22","Unnamed from County Line Rd to Huffgard Rd","Unnamed from County Line Rd to Huffgard Rd","Gravel","Public",NA,"BDCL21, TRCL15, BDCL23, TRCL10",2024-01-28 11:18:53.10424,2024-03-05 17:08:49.574932,"EXISTING"
"Iron River Area","County Line Rd","BDCL23","Unnamed from County Line Rd to Huffgard Rd","Unnamed from County Line Rd to Huffgard Rd","Gravel","Public",NA,"BDCL22, TRCL10, BDCL24, TRCL01",2024-01-28 11:18:50.395718,2024-03-05 17:08:49.688885,"EXISTING"
"Iron River Area","County Line Rd","BDCL24","Unnamed from County Line Rd to Huffgard Rd","Halfway Rd","Gravel","Public",NA,"BDCL23, TRCL01, BDCL25, HFWY15",2024-01-28 11:18:50.368015,2024-03-05 17:08:49.706854,"EXISTING"
"Iron River Area","County Line Rd","BDCL25","Halfway Rd",NA,"Gravel","Public",NA,"BDCL24, HFWY15, BDCL26",2024-01-28 11:18:48.628401,2024-03-05 17:08:49.722849,"EXISTING"
"Iron River Area","County Line Rd","BDCL26",NA,NA,"Gravel","Public",NA,"BDCL25, BDCL27",2024-01-28 11:18:46.674126,2024-03-05 17:08:49.737837,"EXISTING"
"Iron River Area","County Line Rd","BDCL27",NA,"W Church Rd","Gravel","Public",NA,"BDCL26, BDCL28, WCHU13",2024-01-28 11:18:44.576311,2024-03-05 17:08:49.757826,"EXISTING"
"Iron River Area","County Line Rd","BDCL28","W Church Rd",NA,"Gravel","Public",NA,"BDCL27, WCHU13, BDCL29",2024-02-02 22:02:20.240545,2024-03-05 17:08:49.776815,"EXISTING"
"Iron River Area","County Line Rd","BDCL29",NA,NA,"Gravel","Public",NA,"BDCL28, BDCL30",2024-02-02 22:06:00.882946,2024-03-05 17:08:49.88975,"EXISTING"
"Iron River Area","County Line Rd","BDCL30",NA,"Airport Rd","Gravel","Public","Into Douglas Co","BDCL29, BDCL31",2024-02-02 22:06:00.853508,2024-03-05 17:08:49.90374,"EXISTING"
"Iron River Area","County Line Rd","BDCL31","Airport Rd",NA,"Gravel","Public","Into Douglas Co","BDCL30, BDCL32",2024-02-02 22:05:59.455126,2024-03-05 17:08:49.915735,"EXISTING"
"Iron River Area","County Line Rd","BDCL32",NA,"Unnamed off County Line Rd","Gravel","Public","Into Douglas Co","BDCL31, BDCL33",2024-02-02 22:06:34.858723,2024-03-05 17:08:49.926727,"EXISTING"
"Iron River Area","County Line Rd","BDCL33","Unnamed off County Line Rd","Blue Lake Rd","Gravel","Public","Into Douglas Co","BDCL32, BDCL34, BLUL01",2024-02-02 22:06:34.668051,2024-03-05 17:08:49.940735,"EXISTING"
"Iron River Area","County Line Rd","BDCL91","County Line Rd","Rush Lake parking area","Gravel","Public",NA,"BDCL09, BDCL10, BDCL92, NA",2024-01-28 11:17:03.145597,2024-03-05 17:08:49.950729,"EXISTING"
"Iron River Area","County Line Rd","BDCL92","County Line Rd","Rush Lake access","Gravel","Public",NA,"BDCL09, BDCL10, BDCL91, NA",2024-01-28 11:17:00.648624,2024-03-05 17:08:49.962711,"EXISTING"
"Iron River Area","County Line Rd","BDCL93","County Line Rd","Rush Lake parking area","Gravel","Public",NA,"BDCL11, BDCL12, NA",2024-01-28 11:15:44.236513,2024-03-05 17:08:49.973703,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK01","W Delta Rd","FR231C","Gravel","Public",NA,"WDLT08, WDLT09, BECK02, FR231C02",2023-01-16 21:39:54.510103,2024-03-05 17:08:49.991693,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK02","FR231C","FR413","Gravel","Public",NA,"BECK01, FR231C02, BECK03, FR41305",2023-01-16 21:39:54.511116,2024-03-05 17:08:50.094631,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK03","FR413","FR401","Gravel","Public",NA,"BECK01, FR41305, BECK04, FR40101",2023-01-16 21:39:54.512115,2024-03-05 17:08:50.105625,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK04","FR401","FR805","Gravel","Public",NA,"BECK03, FR40101, BECK05, FR80504",2023-01-16 21:39:54.513111,2024-03-05 17:08:50.117626,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK05","FR805","FR400","Gravel","Public",NA,"BECK04, FR80504, BECK06, FR40006, FR40007",2023-01-16 21:39:54.514109,2024-03-05 17:08:50.135609,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK06","FR400","FR400A","Gravel","Public",NA,"BECK05, FR40006, FR40007, BECK07, FR400A01",2023-01-16 21:39:54.515108,2024-03-05 17:08:50.1486,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK07","FR400A","Unnamed off Beck Rd","Gravel","Public",NA,"BECK06, FR400A01, BECK08, TRBKB02",2023-01-16 21:39:54.517097,2024-03-05 17:08:50.162266,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK08","Unnamed off Beck Rd","Unnamed off Beck Rd","Gravel","Public",NA,"BECK07, TRBKB02, BECK09, TRBKD01",2023-01-16 21:39:54.518106,2024-03-05 17:08:50.216236,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK09","Unnamed off Beck Rd","ATV/Snow Trail 61","Gravel","Public",NA,"BECK08, TRBKD01, BECK10, ATV6103",2023-01-16 21:39:54.520096,2024-03-05 17:08:50.35317,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK10","ATV/Snow Trail 61","Janns Rd","Gravel","Public",NA,"BECK09, ATV6103, BECK11, JANN01, TRBKE01",2023-01-16 21:39:54.521095,2024-03-05 17:08:50.364153,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK11","Janns Rd","Unnamed off Beck Rd","Gravel","Public",NA,"BECK10, JANN01, TRBKE01, BECK12, TRBKF03",2023-01-16 21:39:54.522095,2024-03-05 17:08:50.377161,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK12","Unnamed off Beck Rd","Jennrich Rd","Gravel","Public",NA,"BECK11, TRBKF03, BECK13, JRCH14",2023-01-16 21:39:54.524094,2024-03-05 17:08:50.389135,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK13","Jennrich Rd","FR330","Gravel","Public",NA,"BECK12, JRCH14, BECK14",2023-04-12 09:03:42.161634,2024-03-05 17:08:50.498075,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK14","FR330","Sletner Rd","Gravel","Public",NA,"BECK13, BECK15",2023-04-12 09:03:49.96829,2024-03-05 17:08:50.510065,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK15","Sletner Rd","Unnamed off Beck Rd","Gravel","Public",NA,"BECK14, BECK16",2023-04-12 09:03:57.626127,2024-03-05 17:08:50.525057,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK16","Unnamed off Beck Rd","Beck Rd ATV Trailhead","Gravel","Public",NA,"BECK15, BECK17",2023-04-12 09:04:03.7279,2024-03-05 17:08:50.536066,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK17","Beck Rd ATV Trailhead","Unnamed off Beck Rd","Gravel","Public",NA,"BECK16, BECK18",2023-04-12 09:04:11.01148,2024-03-05 17:08:50.548063,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK18","Unnamed off Beck Rd","Unnamed off Beck Rd","Gravel","Public",NA,"BECK17, BECK19",2023-04-12 09:04:18.122032,2024-03-05 17:08:50.565035,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK19","Unnamed off Beck Rd","FR229H","Gravel","Public",NA,"BECK18, BECK20",2023-04-12 09:04:25.548649,2024-03-05 17:08:50.577026,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK20","FR229H","FR330 [South]","Gravel","Public",NA,"BECK19, BECK21",2023-04-12 09:04:32.681437,2024-03-05 17:08:50.592033,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK21","FR330 [South]","Unnamed off Beck Rd","Gravel","Public",NA,"BECK20, BECK22",2023-04-12 09:04:40.403803,2024-03-05 17:08:50.606024,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK22","Unnamed off Beck Rd","FR229D","Gravel","Public",NA,"BECK21, BECK23",2023-04-12 09:04:47.939215,2024-03-05 17:08:50.706951,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK23","FR229D","FR229E","Gravel","Public",NA,"BECK22, BECK24",2023-04-12 09:04:55.488174,2024-03-05 17:08:50.721945,"EXISTING"
"Iron River Area","Beck Rd (FR229)","BECK24","FR229E","Cty Rd N","Gravel","Public",NA,"BECK23, NA",2023-04-12 09:05:04.11475,2024-03-05 17:08:50.761921,"EXISTING"
"Iron River Area","Lower Bladder Lake Rd (FR847)","BLDL01","Loon Lake Rd / FR242","ATV/Snow Trail 21","Gravel","Public",NA,"LOON03, FR24205, BLDL02",2023-06-27 08:55:27.864672,2024-03-05 17:08:50.780909,"EXISTING"
"Iron River Area","Lower Bladder Lake Rd (FR847)","BLDL02","ATV/Snow Trail 21",NA,"Gravel","Public",NA,"BLDL01, BLDL03",2023-06-27 08:55:42.506954,2024-03-05 17:08:50.798899,"EXISTING"
"Iron River Area","Lower Bladder Lake Rd (FR847)","BLDL03",NA,"Lower Bladder Lake Landing Rd","Gravel","Public","Starts being plowed in winter","BLDL02, BLDL04, BLDL09",2023-06-27 08:55:13.499088,2024-03-05 17:08:50.893864,"EXISTING"
"Iron River Area","Lower Bladder Lake Rd (FR847)","BLDL04","Lower Bladder Lake Landing Rd","Lower Bladder Lake Rd [ALT]","Gravel","Public",NA,"BLDL03, BLDL09, BLDL05, BLDL06",2023-06-23 08:03:21.839706,2024-03-05 17:08:50.909838,"EXISTING"
"Iron River Area","Lower Bladder Lake Rd (FR847)","BLDL05","Lower Bladder Lake Rd [ALT]","N Long Lake Rd / W Bladder Lake Rd","Gravel","Public",NA,"BLDL04, BLDL06, LNGN21",2023-06-23 08:03:55.273439,2024-03-05 17:08:50.936821,"EXISTING"
"Iron River Area","Lower Bladder Lake Rd (FR847)","BLDL06","Lower  Bladder Lake Rd","W Bladder Lake Rd","Gravel","Public",NA,"BLDL04, BLDL05, BLDW01, BLDW02",2023-06-23 08:08:33.255348,2024-03-05 17:08:50.948828,"EXISTING"
"Iron River Area","Lower Bladder Lake Landing Rd","BLDL09","Lower Bladder Lake Rd","Lower Bladder Lake","Gravel","Public",NA,"BLDL03, BLDL04, NA",2023-06-23 08:02:38.484001,2024-03-05 17:08:50.963871,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR849)","BLDU01","FR242","Access trail to lower Barksdale Ponds SNA","Gravel","Public",NA,"FR24212, FR24213, BLDU02, TRBU01",2023-06-28 08:55:39.464153,2024-03-05 17:08:50.986876,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR849)","BLDU02","Access trail to lower Barksdale Ponds SNA","ATV/Snow Trail 21/31","Gravel","Public",NA,"BLDU01, TRBU01, BLDU03",2023-06-28 08:55:59.610355,2024-03-05 17:08:50.999853,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR849)","BLDU03","ATV/Snow Trail 21/31","Unnamed from Upper Bladder Lake Rd to FR241","Gravel","Public",NA,"BLD02, BLDU04, TRBLU01",2023-06-28 08:56:07.995766,2024-03-05 17:08:51.019861,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR849)","BLDU04","Unnamed from Upper Bladder Lake Rd to FR241","Bladder Lake picnic area","Gravel","Public",NA,"BLD03, TRBLU01, BLDU05",2023-06-28 08:56:15.497471,2024-03-05 17:08:51.12678,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR849)","BLDU05","Bladder Lake picnic area","W Bladder Lake Rd","Gravel","Public",NA,"BLD04, BLDU06, BLDW02",2023-06-28 08:56:23.331326,2024-03-05 17:08:51.14377,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR244)","BLDU06","W Bladder Lake Rd","power line","Gravel","Public",NA,"BLDU05, BLDW02, BLDU07",2023-09-27 09:35:13.810081,2024-03-05 17:08:51.160761,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR244)","BLDU07","power line","Alt to Bailey Lake Rd","Gravel","Public",NA,"BLDU06, BLDU08, BLDU10",2023-09-27 09:35:54.31045,2024-03-05 17:08:51.17975,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR244)","BLDU08","Alt to Bailey Lake Rd","Bailey Lake Rd","Gravel","Public",NA,"BLDU07, BLDU10, BLDU09, BALY12",2023-09-27 09:36:03.393368,2024-03-05 17:08:51.190742,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR244)","BLDU09","Bailey Lake Rd","FR241","Gravel","Public",NA,"BLDU08, BALY12, FR24121, FR24122",2023-09-27 09:35:45.808748,2024-03-05 17:08:51.206734,"EXISTING"
"Iron River Area","Upper Bladder Lake Rd (FR244)","BLDU10",NA,"Bailey Lake Rd","Gravel","Public",NA,"BLDU07, BLDU08, BALY10, BALY12",2023-09-27 09:35:22.2222,2024-03-05 17:08:51.219728,"EXISTING"
"Iron River Area","W Bladder Lake Rd (FR244)","BLDW01","N Long Lake Rd / Lower Bladder Lake Rd","Lower Bladder Lake Rd [Alt]","Gravel","Public",NA,"LNBN21, BLDL05, BLDW02, BLDL06",2023-06-23 11:16:33.540239,2024-03-05 17:08:51.384636,"EXISTING"
"Iron River Area","W Bladder Lake Rd (FR244)","BLDW02","Lower Bladder Lake Rd [Alt]","Upper Bladder Lake Rd","Gravel","Public",NA,"BLDW01, BLDL06, BLDU05, BLDU06",2023-06-23 11:16:44.903713,2024-03-05 17:08:51.416616,"EXISTING"
"Iron River Area","Black Duck Rd","BLKD01","Pigeon Lake Rd","Mallard Rd / Whispering Pine Rd","Gravel","Public",NA,"PIGN03, PIGN04, MLRD01, WHSP01",2023-04-12 16:16:39.143684,2024-03-05 17:08:51.455593,"EXISTING"
"Iron River Area","Blue Lake Rd","BLUL01","County Line Rd",NA,"Gravel","Public",NA,"BDCL33, BDCL34, BLUL02",2024-02-02 22:06:03.407413,2024-03-05 17:08:51.571548,"EXISTING"
"Iron River Area","Blue Lake Rd","BLUL02",NA,NA,"Gravel","Public",NA,"BLUL01, BLUL03",2024-02-02 22:06:34.323715,2024-03-05 17:08:51.586519,"EXISTING"
"Iron River Area","Blue Lake Rd","BLUL03",NA,"Bingo Rd","Gravel","Public",NA,"BLUL02, BLUL04, BNGO06",2024-02-02 22:07:14.179787,2024-03-05 17:08:51.603523,"EXISTING"
"Iron River Area","Birch Nest Cove Rd","BNCR01","Delta-Drummond Rd [North]","Katie Ln","Gravel","Public",NA,"NA, BNCR02",2023-01-16 21:39:54.526093,2024-03-05 17:08:51.614519,"EXISTING"
"Iron River Area","Birch Nest Cove Rd","BNCR02","Katie Ln","Delta-Dummond Rd [South]","Gravel","Public",NA,"BNCR01, NA",2023-01-16 21:39:54.527092,2024-03-05 17:08:51.626495,"EXISTING"
"Iron River Area","Bingo Rd","BNGO01","W Church Rd","E Bingo Rd","Gravel","Public",NA,"WCHU07, WCHU08, BNGO02",2024-02-02 22:06:04.051613,2024-03-05 17:08:51.740431,"EXISTING"
"Iron River Area","Bingo Rd","BNGO02","E Bingo Rd",NA,"Gravel","Public",NA,"BNGO01, BNGO03",2024-02-02 22:06:02.839569,2024-03-05 17:08:51.755436,"EXISTING"
"Iron River Area","Bingo Rd","BNGO03",NA,NA,"Gravel","Public",NA,"BNGO02, BNGO04",2024-02-02 22:07:14.136589,2024-03-05 17:08:51.772411,"EXISTING"
"Iron River Area","Bingo Rd","BNGO04",NA,NA,"Gravel","Public",NA,"BNGO03, BNGO05",2024-02-02 22:07:13.486172,2024-03-05 17:08:51.796398,"EXISTING"
"Iron River Area","Bingo Rd","BNGO05",NA,NA,"Gravel","Public",NA,"BNGO04, BNGO06",2024-02-02 22:07:13.446039,2024-03-05 17:08:51.813404,"EXISTING"
"Iron River Area","Bingo Rd","BNGO06",NA,"Blue Lake Rd","Gravel","Public",NA,"BNGO05, BLUL03, BLUL04",2024-02-02 22:07:12.882269,2024-03-05 17:08:51.826395,"EXISTING"
"Iron River Area","E Bingo Rd","BNGOE01","Moore Rd","ATV/Snow Trail 17","Gravel","Public",NA,"MORE08, MORE09, BNGOE02",2024-02-02 22:06:04.510015,2024-03-05 17:08:51.837374,"EXISTING"
"Iron River Area","E Bingo Rd","BNGOE02","ATV/Snow Trail 17","Bingo Rd","Gravel","Public",NA,"BNGOE01, BNGO01, BNGO02",2024-02-02 22:06:04.479008,2024-03-05 17:08:51.94733,"EXISTING"
"Iron River Area","Bradfield Rd","BRDF01","Cty Rd A","ATV/Snow Trail 24","Gravel","Public",NA,"ATV2491, BRDF02",2023-03-19 18:02:12.835453,2024-03-05 17:08:51.960323,"EXISTING"
"Iron River Area","Bradfield Rd","BRDF02","ATV/Snow Trail 24","Bartlett Rd","Gravel","Public",NA,"BRDF01, BRDF03, BRTL01",2023-03-19 18:02:19.968908,2024-03-05 17:08:51.976315,"EXISTING"
"Iron River Area","Bradfield Rd","BRDF03","Bartlett Rd","Banana Belt / Stephans Rd","Gravel","Public",NA,"BRDF02, BRTL01, BRDF04, BBLT01",2023-03-19 18:02:27.30541,2024-03-05 17:08:51.988308,"EXISTING"
"Iron River Area","Bradfield Rd","BRDF04","Banana Belt / Stephans Rd","Unnamed off Bradfield Rd","Gravel","Public",NA,"BRDF03, BBLT01, BRDF05, TRBFA01",2023-03-19 18:02:34.252649,2024-03-05 17:08:52.002298,"EXISTING"
"Iron River Area","Bradfield Rd","BRDF05","Unnamed off Bradfield Rd","Cty Rd A / North Country Trail","Gravel","Public",NA,"BRDF04, TRBFA01, NCTBF020, NCTBF021",2023-03-19 18:02:40.972672,2024-03-05 17:08:52.013288,"EXISTING"
"Iron River Area","Birch Grove Campground","BRGC01","Orlowski Rd","Birch Grove Campground ramp","Paved","Public",NA,"ORLW05, ORLW06, NA",2023-01-16 21:39:54.528093,2024-03-05 17:08:52.025286,"EXISTING"
"Iron River Area","Brennan Rd","BRNN01","Delta-Drummond Rd","Private driveway","Gravel","Public",NA,"NA, NA",2023-04-13 18:50:12.124243,2024-03-05 17:08:52.038261,"EXISTING"
"Iron River Area","Bartlett Rd","BRTL01","Cty Rd A","Bradfield Rd","Gravel","Public",NA,"NA, BRDF02, BRDF03",2023-03-19 18:03:34.477018,2024-03-05 17:08:52.147196,"EXISTING"
"Iron River Area","Buskey Bay Dr","BSKY01","Cty Rd H","Rooster Rd","Paved","Public",NA,"CTYH09, CTYH10, BSKY02, RSTR01",2023-01-16 21:39:54.529091,2024-03-05 17:08:52.15819,"EXISTING"
"Iron River Area","Buskey Bay Dr","BSKY02","Rooster Rd","Shady Lane","Paved","Public",NA,"BSKY02, RSTR01, SHDY01, SHDY02",2023-01-16 21:39:54.531105,2024-03-05 17:08:52.173197,"EXISTING"
"Iron River Area","Basswood Rd","BSWD01","W Delta Rd","end of Basswood Rd","Paved","Public",NA,"WDLT20, WDLT21, NA",2023-01-16 21:39:54.532089,2024-03-05 17:08:52.188171,"EXISTING"
"Iron River Area","Battle Axe Rd","BTLX01","Fire Lake Rd","Jackman Lake Landing Rd","Paved","Public",NA,"FRLK06, BTLX02, JKMNL01",2023-02-05 14:27:21.483929,2024-03-05 17:08:52.211174,"EXISTING"
"Iron River Area","Battle Axe Rd","BTLX02","Jackman Lake Landing Rd","Jackman Lake Rd","Paved","Public",NA,"BTLX01, JKMNL01, BTLX03, JKMN11",2023-02-05 14:26:49.423197,2024-03-05 17:08:52.222166,"EXISTING"
"Iron River Area","Battle Axe Rd","BTLX03","Jackman Lake Rd","Unnamed from Battle Axe Rd to Spring Rd","Paved","Public",NA,"BTLX02, JKMN11, BTLX04, TRBX01",2023-02-05 14:26:57.335436,2024-03-05 17:08:52.242142,"EXISTING"
"Iron River Area","Battle Axe Rd","BTLX04","Unnamed from Battle Axe Rd to Spring Rd","Unnamed off Silbersack Rd","Paved","Public",NA,"BTLX03, TRBX01, BTLX05, TRSS13",2024-03-03 16:15:55.318581,2024-03-05 17:08:52.364086,"EXISTING"
"Iron River Area","Battle Axe Rd","BTLX05","Unnamed off Silbersack Rd","Silbersack Rd / Lavin Rd","Paved","Public",NA,"BTLX04, TRSS13, BTLX06, SLBR04, SLBR10",2024-03-03 16:16:04.856339,2024-03-05 17:08:52.379076,"EXISTING"
"Iron River Area","Battle Axe Rd","BTLX06","Silbersack Rd / Lavin Rd","ATV/Snow Trail 3/31","Gravel","Public",NA,"BTLX05, SLBR04, SLBR10, BTLX07",2023-04-01 17:49:20.610594,2024-03-05 17:08:52.401064,"EXISTING"
"Iron River Area","Battle Axe Rd","BTLX07","ATV/Snow Trail 3/31","Tripp Gravel Pit Rd","Gravel","Public",NA,"BTLX06, BTLX08, TRGP01",2023-04-01 17:49:36.619923,2024-03-05 17:08:52.41704,"EXISTING"
